Sample,Short Code,City Code,State,City
GRNTKSXA,GRNTKS,GRNT,KS,
GRTBKSST,GRTBKS,GRTB,KS,
HAYSKS11,HAYSKS,HAYS,KS,
HETNKSXA,HETNKS,HETN,KS,
HLCMKSMA,HLCMKS,HLCM,KS,
HLSTKSTE,HLSTKS,HLST,KS,
HLTNKSXA,HLTNKS,HLTN,KS,
HMBLKSBR,HMBLKS,HMBL,KS,
HMTNKS01,HMTNKS,HMTN,KS,
HNTNKSNA,HNTNKS,HNTN,KS,
HNVRKSED,HNVRKS,HNVR,KS,
HRTNKSXA,HRTNKS,HRTN,KS,
HSTNKSXB,HSTNKS,HSTN,KS,
HTSNKS02,HTSNKS,HTSN,KS,
HVENKSXA,HVENKS,HVEN,KS,
HWTHKSXA,HWTHKS,HWTH,KS,
INMNKSXA,INMNKS,INMN,KS,
IOLAKSSY,IOLAKS,IOLA,KS,
JEWLKSHA,JEWLKS,JEWL,KS,
JNCYKSXA,JNCYKS,JNCY,KS,
JNCYKSXB,JNCYKS,JNCY,KS,
KGMNKSMA,KGMNKS,KGMN,KS,
KNCDKSXA,KNCDKS,KNCD,KS,
KNSLKSNI,KNSLKS,KNSL,KS,
KSCYKS10,KSCYKS,KSCY,KS,
KSCYKSBN,KSCYKS,KSCY,KS,
KSCYKSBS,KSCYKS,KSCY,KS,
KSCYKSCB,KSCYKS,KSCY,KS,
KSCYKSLE,KSCYKS,KSCY,KS,
KSCYKSNA,KSCYKS,KSCY,KS,
KSCYKSOL,KSCYKS,KSCY,KS,
KSCYKSPA,KSCYKS,KSCY,KS,
KSCYKSSH,KSCYKS,KSCY,KS,
KSCYKSST,KSCYKS,KSCY,KS,
LACRKSEL,LACRKS,LACR,KS,
LEBOKSXA,LEBOKS,LEBO,KS,
LNBGKSLI,LNBGKS,LNBG,KS,
LNCLKSLI,LNCLKS,LNCL,KS,
LNCSKSXA,LNCSKS,LNCS,KS,
LNGDKSXA,LNGDKS,LNGD,KS,
LNWDKSXA,LNWDKS,LNWD,KS,
LRNDKSBR,LRNDKS,LRND,KS,
LVWOKSSH,LVWOKS,LVWO,KS,
LWRNKSVE,LWRNKS,LWRN,KS,
LYNSKSEA,LYNSKS,LYNS,KS,
MCSNKSAS,MCSNKS,MCSN,KS,
MDCYKSXA,MDCYKS,MDCY,KS,
MDLDKS01,MDLDKS,MDLD,KS,
MNHTKSFA,MNHTKS,MNHT,KS,
MNVYKSXA,MNVYKS,MNVY,KS,
MORNKSXA,MORNKS,MORN,KS,
MPLSKS02,MPLSKS,MPLS,KS,
MRDNKSXA,MRDNKS,MRDN,KS,
MYTTKSXA,MYTTKS,MYTT,KS,
MYVIKSEL,MYVIKS,MYVI,KS,
NCSNKSHA,NCSNKS,NCSN,KS,
NRTNKSLI,NRTNKS,NRTN,KS,
NWTNKS05,NWTNKS,NWTN,KS,
OBRLKSHA,OBRLKS,OBRL,KS,
OKLYKS03,OKLYKS,OKLY,KS,
OXFRKSXA,OXFRKS,OXFR,KS,
PAOLKSPE,PAOLKS,PAOL,KS,
PBDYKSWA,PBDYKS,PBDY,KS,
PHBGKS04,PHBGKS,PHBG,KS,
PIQUKSXA,PIQUKS,PIQU,KS,
PLVLKSMI,PLVLKS,PLVL,KS,
PRRGKSXA,PRRGKS,PRRG,KS,
PRRYKSXA,PRRYKS,PRRY,KS,
PRSSKSWA,PRSSKS,PRSS,KS,
PRTTKSNI,PRTTKS,PRTT,KS,
PSBGKSLO,PSBGKS,PSBG,KS,
PWHTKSXA,PWHTKS,PWHT,KS,
PWRKKSYU,PWRKKS,PWRK,KS,
SALNKSTA,SALNKS,SALN,KS,
SBLTKSOR,SBLTKS,SBLT,KS,
SCCYKSMA,SCCYKS,SCCY,KS,
SCMNKSXA,SCMNKS,SCMN,KS,
SENCKSDE,SENCKS,SENC,KS,
SLLKKSXA,SLLKKS,SLLK,KS,
SPHLKSXA,SPHLKS,SPHL,KS,
STFNKSWA,STFNKS,STFN,KS,
STFRKSBO,STFRKS,STFR,KS,
STMYKSXA,STMYKS,STMY,KS,
STNGKSXA,STNGKS,STNG,KS,
SYLVKSXA,SYLVKS,SYLV,KS,
TNGNKS06,TNGNKS,TNGN,KS,
TPKAKS37,TPKAKS,TPKA,KS,
TPKAKSCA,TPKAKS,TPKA,KS,
TPKAKSFA,TPKAKS,TPKA,KS,
TPKAKSJA,TPKAKS,TPKA,KS,
TPKAKSLE,TPKAKS,TPKA,KS,
TPKAKSNO,TPKAKS,TPKA,KS,
TWNDKSJE,TWNDKS,TWND,KS,
WASHKS03,WASHKS,WASH,KS,
WCHTKS47,WCHTKS,WCHT,KS,
WCHTKSAG,WCHTKS,WCHT,KS,
WCHTKSAH,WCHTKS,WCHT,KS,
WCHTKSAN,WCHTKS,WCHT,KS,
WCHTKSBE,WCHTKS,WCHT,KS,
WCHTKSCB,WCHTKS,WCHT,KS,
WCHTKSCE,WCHTKS,WCHT,KS,
WCHTKSCZ,WCHTKS,WCHT,KS,
WCHTKSDE,WCHTKS,WCHT,KS,
WCHTKSGM,WCHTKS,WCHT,KS,
WCHTKSKE,WCHTKS,WCHT,KS,
WCHTKSML,WCHTKS,WCHT,KS,
WCHTKSNW,WCHTKS,WCHT,KS,
WCHTKSOL,WCHTKS,WCHT,KS,
WCHTKSRH,WCHTKS,WCHT,KS,
WCHTKSTE,WCHTKS,WCHT,KS,
WCHTKSVC,WCHTKS,WCHT,KS,
WGTNKSNF,WGTNKS,WGTN,KS,
WLTNKSXA,WLTNKS,WLTN,KS,
WNFDKSMI,WNFDKS,WNFD,KS,
WTHNKSXA,WTHNKS,WTHN,KS,
WVRLKSXA,WVRLKS,WVRL,KS,
YTCTKSST,YTCTKS,YTCT,KS,
ALBYKYXA,ALBYKY,ALBY,KY,
ALXNKYAL,ALXNKY,ALXN,KY,
ARTNKYXA,ARTNKY,ARTN,KY,
BBVLKYXA,BBVLKY,BBVL,KY,
BDFRKYMA,BDFRKY,BDFR,KY,
BEREKYXA,BEREKY,BERE,KY,
BGDDKYMA,BGDDKY,BGDD,KY,
BLSPKYMA,BLSPKY,BLSP,KY,
BNTNKYMA,BNTNKY,BNTN,KY,
BRGNKYMA,BRGNKY,BRGN,KY,
BRHDKYXA,BRHDKY,BRHD,KY,
BRMNKYMA,BRMNKY,BRMN,KY,
BRSDKYXA,BRSDKY,BRSD,KY,
BRVLKYXA,BRVLKY,BRVL,KY,
BRWLKYXA,BRWLKY,BRWL,KY,
BSVLKYXA,BSVLKY,BSVL,KY,
BURLKYBN,BURLKY,BURL,KY,
BVDMKYMA,BVDMKY,BVDM,KY,
BWLGKYMA,BWLGKY,BWLG,KY,
BWLGKYRV,BWLGKY,BWLG,KY,
BWVLKYXA,BWVLKY,BWVL,KY,
BYVLKYMA,BYVLKY,BYVL,KY,
CADZKYMA,CADZKY,CADZ,KY,
CECLKYXA,CECLKY,CECL,KY,
CKSNKYXA,CKSNKY,CKSN,KY,
CLAYKYMA,CLAYKY,CLAY,KY,
CLCTKYXA,CLCTKY,CLCT,KY,
CLHNKYMA,CLHNKY,CLHN,KY,
CLMAKYXA,CLMAKY,CLMA,KY,
CLPTKYMA,CLPTKY,CLPT,KY,
CLTNKYES,CLTNKY,CLTN,KY,
CMBGKYMA,CMBGKY,CMBG,KY,
CMLDKYXA,CMLDKY,CMLD,KY,
CMVLKYXA,CMVLKY,CMVL,KY,
CNCYKYMA,CNCYKY,CNCY,KY,
CNTWKYMA,CNTWKY,CNTW,KY,
COTNKYMA,COTNKY,COTN,KY,
CRBNKYMA,CRBNKY,CRBN,KY,
CRLSKYMA,CRLSKY,CRLS,KY,
CRTNKYMA,CRTNKY,CRTN,KY,
CTBGKYXA,CTBGKY,CTBG,KY,
CYDNKYMA,CYDNKY,CYDN,KY,
CYNTKYMA,CYNTKY,CYNT,KY,
CYVLKYXA,CYVLKY,CYVL,KY,
DAVLKYMA,DAVLKY,DAVL,KY,
DIXNKYMA,DIXNKY,DIXN,KY,
DWSPKYES,DWSPKY,DWSP,KY,
EBNKKYXA,EBNKKY,EBNK,KY,
EBRNKYAC,EBRNKY,EBRN,KY,
EMNNKYES,EMNNKY,EMNN,KY,
EMNNKYPL,EMNNKY,EMNN,KY,
ENSRKYMA,ENSRKY,ENSR,KY,
ERTNKYMA,ERTNKY,ERTN,KY,
EVRSKYXA,EVRSKY,EVRS,KY,
FKLNKYMA,FKLNKY,FKLN,KY,
FLLCKYXA,FLLCKY,FLLC,KY,
FLMOKYUA,FLMOKY,FLMO,KY,
FLTNKYMA,FLTNKY,FLTN,KY,
FMBGKYXA,FMBGKY,FMBG,KY,
FNVLKYMA,FNVLKY,FNVL,KY,
FORDKYMA,FORDKY,FORD,KY,
FRDNKYMA,FRDNKY,FRDN,KY,
FRFTKYES,FRFTKY,FRFT,KY,
FRFTKYMA,FRFTKY,FRFT,KY,
FTTHKYFT,FTTHKY,FTTH,KY,
GHNTKYMA,GHNTKY,GHNT,KY,
GLCOKYGC,GLCOKY,GLCO,KY,
GLSGKYXA,GLSGKY,GLSG,KY,
GNBGKYXB,GNBGKY,GNBG,KY,
GNVLKYMA,GNVLKY,GNVL,KY,
GRTWKYMA,GRTWKY,GRTW,KY,
GTHRKYMA,GTHRKY,GTHR,KY,
GYSNKYXA,GYSNKY,GYSN,KY,
HANSKYMA,HANSKY,HANS,KY,
HBVLKYMA,HBVLKY,HBVL,KY,
HDBGKYMA,HDBGKY,HDBG,KY,
HGVLKYXA,HGVLKY,HGVL,KY,
HNSNKYMA,HNSNKY,HNSN,KY,
HPVLKYMA,HPVLKY,HPVL,KY,
HRBGKYES,HRBGKY,HRBG,KY,
HRFRKYMA,HRFRKY,HRFR,KY,
HTVLKYXE,HTVLKY,HTVL,KY,
HZRDKYXA,HZRDKY,HZRD,KY,
INDPKYIN,INDPKY,INDP,KY,
INEZKYMA,INEZKY,INEZ,KY,
JCSNKYMA,JCSNKY,JCSN,KY,
JNCYKYMA,JNCYKY,JNCY,KY,
KKVLKYMA,KKVLKY,KKVL,KY,
LBJTKYMA,LBJTKY,LBJT,KY,
LBNNKYXA,LBNNKY,LBNN,KY,
LBRTKYXA,LBRTKY,LBRT,KY,
LGRNKYES,LGRNKY,LGRN,KY,
LKPKKYLP,LKPKKY,LKPK,KY,
LNCSKYXA,LNCSKY,LNCS,KY,
LONDKYXA,LONDKY,LOND,KY,
LOUSKYES,LOUSKY,LOUS,KY,
LRBGKYMA,LRBGKY,LRBG,KY,
LRTTKYXA,LRTTKY,LRTT,KY,
LSVLKY26,LSVLKY,LSVL,KY,
LSVLKYAN,LSVLKY,LSVL,KY,
LSVLKYBE,LSVLKY,LSVL,KY,
LSVLKYBR,LSVLKY,LSVL,KY,
LSVLKYCW,LSVLKY,LSVL,KY,
LSVLKYFC,LSVLKY,LSVL,KY,
LSVLKYHA,LSVLKY,LSVL,KY,
LSVLKYJT,LSVLKY,LSVL,KY,
LSVLKYOA,LSVLKY,LSVL,KY,
LSVLKYSH,LSVLKY,LSVL,KY,
LSVLKYSL,LSVLKY,LSVL,KY,
LSVLKYSM,LSVLKY,LSVL,KY,
LSVLKYTS,LSVLKY,LSVL,KY,
LSVLKYVS,LSVLKY,LSVL,KY,
LSVLKYWE,LSVLKY,LSVL,KY,
LTFDKYXA,LTFDKY,LTFD,KY,
LVTNKYXA,LVTNKY,LVTN,KY,
LWGMKYXA,LWGMKY,LWGM,KY,
LXTNKYUK,LXTNKY,LXTN,KY,
LXTNKYXB,LXTNKY,LXTN,KY,
LXTNKYXC,LXTNKY,LXTN,KY,
LXTNKYXD,LXTNKY,LXTN,KY,
LXTNKYXE,LXTNKY,LXTN,KY,
LXTNKYXF,LXTNKY,LXTN,KY,
LXTNKYXG,LXTNKY,LXTN,KY,
MACEKYMA,MACEKY,MACE,KY,
MARNKYMA,MARNKY,MARN,KY,
MDBOKYMA,MDBOKY,MDBO,KY,
MDVIKYMA,MDVIKY,MDVI,KY,
MDWYKYXA,MDWYKY,MDWY,KY,
MEDSKYXA,MEDSKY,MEDS,KY,
MGFDKYMA,MGFDKY,MGFD,KY,
MGTWKYMA,MGTWKY,MGTW,KY,
MLBGKYMA,MLBGKY,MLBG,KY,
MLTNKYMA,MLTNKY,MLTN,KY,
MNCHKYXA,MNCHKY,MNCH,KY,
MRGPKYMA,MRGPKY,MRGP,KY,
MRRYKYMA,MRRYKY,MRRY,KY,
MTSTKYMA,MTSTKY,MTST,KY,
MTVRKYAI,MTVRKY,MTVR,KY,
MTWSKYXA,MTWSKY,MTWS,KY,
MYFDKYMA,MYFDKY,MYFD,KY,
MYLCKYXA,MYLCKY,MYLC,KY,
MYVLKYMA,MYVLKY,MYVL,KY,
NCVLKYXA,NCVLKY,NCVL,KY,
NRVLKYMA,NRVLKY,NRVL,KY,
NWHNKYMA,NWHNKY,NWHN,KY,
OKGVKYES,OKGVKY,OKGV,KY,
OLHLKYXA,OLHLKY,OLHL,KY,
ONEDKYXA,ONEDKY,ONED,KY,
OWBOKYMA,OWBOKY,OWBO,KY,
OWVLKYXA,OWVLKY,OWVL,KY,
PARSKYMA,PARSKY,PARS,KY,
PDCHKYIP,PDCHKY,PDCH,KY,
PDCHKYLO,PDCHKY,PDCH,KY,
PDCHKYMA,PDCHKY,PDCH,KY,
PDCHKYRL,PDCHKY,PDCH,KY,
PIVLKYMA,PIVLKY,PIVL,KY,
PKVLKYMA,PKVLKY,PKVL,KY,
PMBRKYMA,PMBRKY,PMBR,KY,
PNTHKYMA,PNTHKY,PNTH,KY,
PNVLKYMA,PNVLKY,PNVL,KY,
PRBGKYES,PRBGKY,PRBG,KY,
PRCYKYXA,PRCYKY,PRCY,KY,
PRTNKYES,PRTNKY,PRTN,KY,
PRVDKYMA,PRVDKY,PRVD,KY,
PRVLKYMA,PRVLKY,PRVL,KY,
RBRDKYMA,RBRDKY,RBRD,KY,
RCMDKYMA,RCMDKY,RCMD,KY,
RLVLKYMA,RLVLKY,RLVL,KY,
RSSLKYXB,RSSLKY,RSSL,KY,
SCHLKYXA,SCHLKY,SCHL,KY,
SEBRKYMA,SEBRKY,SEBR,KY,
SHBGKYXA,SHBGKY,SHBG,KY,
SHDNKYXA,SHDNKY,SHDN,KY,
SHPVKYXA,SHPVKY,SHPV,KY,
SHVLKYMA,SHVLKY,SHVL,KY,
SLGHKYMA,SLGHKY,SLGH,KY,
SLLCKYXA,SLLCKY,SLLC,KY,
SLPHKYMA,SLPHKY,SLPH,KY,
SLVSKYMA,SLVSKY,SLVS,KY,
SMGVKYXA,SMGVKY,SMGV,KY,
SMLDKYXA,SMLDKY,SMLD,KY,
SNTNKYMA,SNTNKY,SNTN,KY,
SOVLKYXA,SOVLKY,SOVL,KY,
SPFDKYMA,SPFDKY,SPFD,KY,
SSVLKYMA,SSVLKY,SSVL,KY,
STCHKYMA,STCHKY,STCH,KY,
STFRKYMA,STFRKY,STFR,KY,
STGRKYMA,STGRKY,STGR,KY,
STNLKYMA,STNLKY,STNL,KY,
STRGKYMA,STRGKY,STRG,KY,
TLBOKYXA,TLBOKY,TLBO,KY,
TMVLKYXA,TMVLKY,TMVL,KY,
TYVLKYMA,TYVLKY,TYVL,KY,
UNINKYAC,UNINKY,UNIN,KY,
UNTWKYXA,UNTWKY,UNTW,KY,
VICCKYXA,VICCKY,VICC,KY,
VRSLKYXA,VRSLKY,VRSL,KY,
WACOKYMA,WACOKY,WACO,KY,
WASHKYXA,WASHKY,WASH,KY,
WDDYKYMA,WDDYKY,WDDY,KY,
WLBGKYMA,WLBGKY,WLBG,KY,
WLMRKYXA,WLMRKY,WLMR,KY,
WLTNKYWL,WLTNKY,WLTN,KY,
WLTWKYWT,WLTWKY,WLTW,KY,
WNCHKYMA,WNCHKY,WNCH,KY,
WNCHKYPV,WNCHKY,WNCH,KY,
WRSWKYWR,WRSWKY,WRSW,KY,
WSPNKYMA,WSPNKY,WSPN,KY,
ZNTNKYXA,ZNTNKY,ZNTN,KY,
ABVLLAMA,ABVLLA,ABVL,LA,
ALBYLAMA,ALBYLA,ALBY,LA,
ALXNLAMA,ALXNLA,ALXN,LA,
AMITLAMA,AMITLA,AMIT,LA,
BLDWLAMA,BLDWLA,BLDW,LA,
BNTNLAMA,BNTNLA,BNTN,LA,
BRBRLAXA,BRBRLA,BRBR,LA,
BRSSLAMA,BRSSLA,BRSS,LA,
BSTRLAMA,BSTRLA,BSTR,LA,
BTRGLABK,BTRGLA,BTRG,LA,
BTRGLABS,BTRGLA,BTRG,LA,
BTRGLAHR,BTRGLA,BTRG,LA,
BTRGLAIS,BTRGLA,BTRG,LA,
BTRGLAOH,BTRGLA,BTRG,LA,
BTRGLASB,BTRGLA,BTRG,LA,
BTRGLASW,BTRGLA,BTRG,LA,
BTRGLAWN,BTRGLA,BTRG,LA,
BUNKLAMA,BUNKLA,BUNK,LA,
BUSHLAMA,BUSHLA,BUSH,LA,
CECLLAXA,CECLLA,CECL,LA,
CHBYLAMA,CHBYLA,CHBY,LA,
CHORLAXA,CHORLA,CHOR,LA,
CHPNLAXA,CHPNLA,CHPN,LA,
CHTGLAXA,CHTGLA,CHTG,LA,
CLHNLAMA,CLHNLA,CLHN,LA,
CNVLLAMA,CNVLLA,CNVL,LA,
CRNCLAMA,CRNCLA,CRNC,LA,
CRWYLAMA,CRWYLA,CRWY,LA,
CSHTLAMA,CSHTLA,CSHT,LA,
CTPTLAXA,CTPTLA,CTPT,LA,
CTVYLAXA,CTVYLA,CTVY,LA,
CVTNLAMA,CVTNLA,CVTN,LA,
DBCHLAMA,DBCHLA,DBCH,LA,
DELHLAMA,DELHLA,DELH,LA,
DNSPLAMA,DNSPLA,DNSP,LA,
DNVLLAMA,DNVLLA,DNVL,LA,
DQNCLAXA,DQNCLA,DQNC,LA,
DRDRLAMA,DRDRLA,DRDR,LA,
DULCLAMA,DULCLA,DULC,LA,
DUSNLAMA,DUSNLA,DUSN,LA,
ELTOLAXA,ELTOLA,ELTO,LA,
ERTHLAMA,ERTHLA,ERTH,LA,
EUNCLAMA,EUNCLA,EUNC,LA,
FKLNLAMA,FKLNLA,FKLN,LA,
FLRNLAMA,FLRNLA,FLRN,LA,
FLSMLAMA,FLSMLA,FLSM,LA,
FNTNLAXA,FNTNLA,FNTN,LA,
FRDYLAMA,FRDYLA,FRDY,LA,
GBLDLAMN,GBLDLA,GBLD,LA,
GBSNLAMA,GBSNLA,GBSN,LA,
GLNMLAXA,GLNMLA,GLNM,LA,
GNWDLAMA,GNWDLA,GNWD,LA,
GYDNLAMA,GYDNLA,GYDN,LA,
HGTNLAMA,HGTNLA,HGTN,LA,
HMNDLAMA,HMNDLA,HMND,LA,
INDPLAMA,INDPLA,INDP,LA,
IOTALAXA,IOTALA,IOTA,LA,
IOWALAXA,IOWALA,IOWA,LA,
JENALAXA,JENALA,JENA,LA,
JNGSLAMA,JNGSLA,JNGS,LA,
JNRTLAMA,JNRTLA,JNRT,LA,
KNDRLAXA,KNDRLA,KNDR,LA,
KNNRLABR,KNNRLA,KNNR,LA,
KNNRLAHN,KNNRLA,KNNR,LA,
KNWDLAMA,KNWDLA,KNWD,LA,
KTCHLAMA,KTCHLA,KTCH,LA,
KTVLLAMA,KTVLLA,KTVL,LA,
LBVLLAMA,LBVLLA,LBVL,LA,
LCMBLAMA,LCMBLA,LCMB,LA,
LCSNLAXA,LCSNLA,LCSN,LA,
LEVLLAMA,LEVLLA,LEVL,LA,
LFTTLAMA,LFTTLA,LFTT,LA,
LFYTLAVM,LFYTLA,LFYT,LA,
LGPTLAMA,LGPTLA,LGPT,LA,
LKARLAMA,LKARLA,LKAR,LA,
LKCHLADT,LKCHLA,LKCH,LA,
LKCHLAMB,LKCHLA,LKCH,LA,
LKCHLAMW,LKCHLA,LKCH,LA,
LKCHLAUN,LKCHLA,LKCH,LA,
LKPRLAMA,LKPRLA,LKPR,LA,
LLNGLABU,LLNGLA,LLNG,LA,
LLNGLAHV,LLNGLA,LLNG,LA,
LPLCLAMA,LPLCLA,LPLC,LA,
LRVLLAMA,LRVLLA,LRVL,LA,
LTCHLAMA,LTCHLA,LTCH,LA,
LVTNLAMA,LVTNLA,LVTN,LA,
LWTLLAMA,LWTLLA,LWTL,LA,
MANYLAMA,MANYLA,MANY,LA,
MARNLAXA,MARNLA,MARN,LA,
MDVILAMA,MDVILA,MDVI,LA,
MEVLLAMA,MEVLLA,MEVL,LA,
MINDLAMA,MINDLA,MIND,LA,
MKVLLAMN,MKVLLA,MKVL,LA,
MNFDLAMA,MNFDLA,MNFD,LA,
MNGHLAXA,MNGHLA,MNGH,LA,
MNVLLAMA,MNVLLA,MNVL,LA,
MONRLADS,MONRLA,MONR,LA,
MONRLAMA,MONRLA,MONR,LA,
MONRLAWM,MONRLA,MONR,LA,
MTGTLAMA,MTGTLA,MTGT,LA,
MYVLLAMA,MYVLLA,MYVL,LA,
NORCLAMN,NORCLA,NORC,LA,
NPVLLAMA,NPVLLA,NPVL,LA,
NTCHLACR,NTCHLA,NTCH,LA,
NTCHLAMA,NTCHLA,NTCH,LA,
NWIBLAMA,NWIBLA,NWIB,LA,
NWORLAAR,NWORLA,NWOR,LA,
NWORLAAV,NWORLA,NWOR,LA,
NWORLABM,NWORLA,NWOR,LA,
NWORLACA,NWORLA,NWOR,LA,
NWORLACM,NWORLA,NWOR,LA,
NWORLAFR,NWORLA,NWOR,LA,
NWORLALK,NWORLA,NWOR,LA,
NWORLAMA,NWORLA,NWOR,LA,
NWORLAMC,NWORLA,NWOR,LA,
NWORLAMR,NWORLA,NWOR,LA,
NWORLAMT,NWORLA,NWOR,LA,
NWORLAMU,NWORLA,NWOR,LA,
NWORLARV,NWORLA,NWOR,LA,
NWORLASC,NWORLA,NWOR,LA,
NWORLASK,NWORLA,NWOR,LA,
NWORLASW,NWORLA,NWOR,LA,
NWRDLAMA,NWRDLA,NWRD,LA,
OBRLLAXA,OBRLLA,OBRL,LA,
OKDLLAMA,OKDLLA,OKDL,LA,
OKGVLAMA,OKGVLA,OKGV,LA,
OLLALAXA,OLLALA,OLLA,LA,
OPLSLATL,OPLSLA,OPLS,LA,
PASNLABV,PASNLA,PASN,LA,
PASNLAMN,PASNLA,PASN,LA,
PCVLLAXA,PCVLLA,PCVL,LA,
PLDNLAXA,PLDNLA,PLDN,LA,
PLQMLACR,PLQMLA,PLQM,LA,
PLQMLAMA,PLQMLA,PLQM,LA,
PNPRLAXA,PNPRLA,PNPR,LA,
PRDSLAMA,PRDSLA,PRDS,LA,
PRKSLAXA,PRKSLA,PRKS,LA,
PRRVLAMA,PRRVLA,PRRV,LA,
PTBRLAMA,PTBRLA,PTBR,LA,
RAYNLAMA,RAYNLA,RAYN,LA,
RCLDLAMA,RCLDLA,RCLD,LA,
REVSLAXA,REVSLA,REVS,LA,
RONKLAXA,RONKLA,RONK,LA,
RSTNLAMA,RSTNLA,RSTN,LA,
RYVLLAMA,RYVLLA,RYVL,LA,
SHPTLABS,SHPTLA,SHPT,LA,
SHPTLACL,SHPTLA,SHPT,LA,
SHPTLAHD,SHPTLA,SHPT,LA,
SHPTLAQB,SHPTLA,SHPT,LA,
SHPTLASG,SHPTLA,SHPT,LA,
SLIDLAMA,SLIDLA,SLID,LA,
SLPHLAMA,SLPHLA,SLPH,LA,
SMVLLAMA,SMVLLA,SMVL,LA,
SPFDLAMA,SPFDLA,SPFD,LA,
SPHLLAXA,SPHLLA,SPHL,LA,
SPHLLAXB,SPHLLA,SPHL,LA,
SPNCLAXA,SPNCLA,SPNC,LA,
SRPTLAXA,SRPTLA,SRPT,LA,
STGBLAMA,STGBLA,STGB,LA,
STKSLAXA,STKSLA,STKS,LA,
STTNLAMA,STTNLA,STTN,LA,
SWLKLAMA,SWLKLA,SWLK,LA,
THBDLAMA,THBDLA,THBD,LA,
TLLHLAMA,TLLHLA,TLLH,LA,
TLLSLAXA,TLLSLA,TLLS,LA,
VNTNLAMA,VNTNLA,VNTN,LA,
WASHLAMA,WASHLA,WASH,LA,
WHCSLAMA,WHCSLA,WHCS,LA,
WLSHLAXA,WLSHLA,WLSH,LA,
WSNRLAXA,WSNRLA,WSNR,LA,
YNVLLAAK,YNVLLA,YNVL,LA,
ZCHRLAMA,ZCHRLA,ZCHR,LA,
ZWLLLAMA,ZWLLLA,ZWLL,LA,
ACSHMAPL,ACSHMA,ACSH,MA,
ACTNMAMA,ACTNMA,ACTN,MA,
ADMSMAMA,ADMSMA,ADMS,MA,
AGWMMARO,AGWMMA,AGWM,MA,
AMHRMAFE,AMHRMA,AMHR,MA,
AMHRMASP,AMHRMA,AMHR,MA,
AMSBMAPL,AMSBMA,AMSB,MA,
ANDVMAEL,ANDVMA,ANDV,MA,
ARTNMAPL,ARTNMA,ARTN,MA,
ASHBMASO,ASHBMA,ASHB,MA,
ASHMMAPL,ASHMMA,ASHM,MA,
ASLDMAMA,ASLDMA,ASLD,MA,
ASNTMAMA,ASNTMA,ASNT,MA,
ATHOMARI,ATHOMA,ATHO,MA,
ATLBMABA,ATLBMA,ATLB,MA,
AUBNMALG,AUBNMA,AUBN,MA,
AYERMAPL,AYERMA,AYER,MA,
BARRMAJA,BARRMA,BARR,MA,
BCKTMAWA,BCKTMA,BCKT,MA,
BDFRMAPA,BDFRMA,BDFR,MA,
BITNMAWI,BITNMA,BITN,MA,
BKLIMAMA,BKLIMA,BKLI,MA,
BLMTMALE,BLMTMA,BLMT,MA,
BLNDMAGL,BLNDMA,BLND,MA,
BLRCMAAN,BLRCMA,BLRC,MA,
BLTWMAJA,BLTWMA,BLTW,MA,
BMFDMAWA,BMFDMA,BMFD,MA,
BOTNMAMA,BOTNMA,BOTN,MA,
BRLNMAHI,BRLNMA,BRLN,MA,
BRNRMACH,BRNRMA,BRNR,MA,
BRNSMAMA,BRNSMA,BRNS,MA,
BRNTMAWA,BRNTMA,BRNT,MA,
BRPKMAWI,BRPKMA,BRPK,MA,
BRWRMACH,BRWRMA,BRWR,MA,
BRWSMAYA,BRWSMA,BRWS,MA,
BRYVMAUN,BRYVMA,BRYV,MA,
BSRVMAST,BSRVMA,BSRV,MA,
BVRLMAEL,BVRLMA,BVRL,MA,
BYTNMAMA,BYTNMA,BYTN,MA,
BZBYMAPE,BZBYMA,BZBY,MA,
CATNMANM,CATNMA,CATN,MA,
CHCPMAWE,CHCPMA,CHCP,MA,
CHESMAMU,CHESMA,CHES,MA,
CHFRMANO,CHFRMA,CHFR,MA,
CHHMMAOH,CHHMMA,CHHM,MA,
CHLMMAST,CHLMMA,CHLM,MA,
CHLSMACH,CHLSMA,CHLS,MA,
CHMTMASO,CHMTMA,CHMT,MA,
CLTNMACH,CLTNMA,CLTN,MA,
CNCRMAWA,CNCRMA,CNCR,MA,
CNTNMAWA,CNTNMA,CNTN,MA,
CNWYMASH,CNWYMA,CNWY,MA,
CRVRMAMA,CRVRMA,CRVR,MA,
CTMTMADE,CTMTMA,CTMT,MA,
DDHMMAWA,DDHMMA,DDHM,MA,
DGTNMAEL,DGTNMA,DGTN,MA,
DLTNMACA,DLTNMA,DLTN,MA,
DNNSMAYA,DNNSMA,DNNS,MA,
DRCHMAAD,DRCHMA,DRCH,MA,
DRCTMAMM,DRCTMA,DRCT,MA,
DXBRMACH,DXBRMA,DXBR,MA,
EBSTMASA,EBSTMA,EBST,MA,
EBWRMABE,EBWRMA,EBWR,MA,
EDGLMAMA,EDGLMA,EDGL,MA,
EDGRMAPP,EDGRMA,EDGR,MA,
EHMPMARA,EHMPMA,EHMP,MA,
ELNMMAPL,ELNMMA,ELNM,MA,
ESSXMASP,ESSXMA,ESSX,MA,
ESTNMANM,ESTNMA,ESTN,MA,
FKLNMAMC,FKLNMA,FKLN,MA,
FLMOMAMG,FLMOMA,FLMO,MA,
FLRVMANM,FLRVMA,FLRV,MA,
